"","crossID","femaPar","femaParLoc","malePar","maleParLoc","CrossLoc","Region","PlantingDens","development","line","position","block","PhotoScore","wetWgtPlot","lengthPlot","wetWgtPerM","percDryWgt","dryWgtPerM","densityBlades","Order_1","plotNo","Year","Crosses","CrossLoc.1","popChk","withinLoc","isSelf"
"346","SL19-UCONN-S101","SL18-JS-16-FG3","JS","SL18-NC-10-MG3","NC","JS X NC","GOM",3,1,"2",48,"8",2,1.59,1.04,1.53,9.56,0.145898646,60,"203","2020_101","2020","SL18-JS-16-FG3xSL18-NC-10-MG3","JS X NC","ES","0","0"
"312","SL19-UCONN-S104","SL18-OI-5-FG5","OI","SA18-CB-7-MG3","CB","OI X CB","GOM",3,1,"2",51,"9",2,0.52,0.95,0.55,16.92,0.09321362,80,"206","2020_104","2020","SL18-OI-5-FG5xSA18-CB-7-MG3","OI X CB","ES","0","0"
"587","SL19-UCONN-S111","SL18-CC-1-FG2","CC","SL18-OI-16-MG1","OI","CC X OI","GOM",3,1,"2",58,"10",3,3.33,1.03,3.23,14.82,0.478797213,130,"214","2020_111","2020","SL18-CC-1-FG2xSL18-OI-16-MG1","CC X OI","ES","0","0"
"336","SL19-UCONN-S112","SL18-NC-11-FG1","NC","SL18-NL-2-MG1","NL","NC X NL","GOM",1,1,"2",59,"10",2,2.17,1.015,2.14,12.94,0.276564855,50,"215","2020_112","2020","SL18-NC-11-FG1xSL18-NL-2-MG1","NC X NL","ES","0","0"
"434","SL19-UCONN-S113","SL18-CC-5-FG2","CC","SA18-CB-10-MG1","CB","CC X CB","GOM",3,1,"2",60,"10",3,15.94,1.058,15.06,13.21,1.989688812,110,"216","2020_113","2020","SL18-CC-5-FG2xSA18-CB-10-MG1","CC X CB","ES","0","0"
"318","SL19-UCONN-S115","SL18-LD-13-FG2","LD","SL18-LD-13-MG2","LD","LD X LD","GOM",1,1,"2",62,"11",2,0.33,0.988,0.33,11.71,0.03920757,150,"218","2020_115","2020","SL18-LD-13-FG2xSL18-LD-13-MG2","LD X LD","ES","1","1"
"463","SL19-UCONN-S119","SL18-CC-5-FG3","CC","SL18-OI-14-MG1","OI","CC X OI","GOM",3,1,"3",3,"1",3,13.58,0.98,13.86,10.79,1.495930496,90,"222","2020_119","2020","SL18-CC-5-FG3xSL18-OI-14-MG1","CC X OI","ES","0","0"
"344","SL19-UCONN-S12","SL18-CC-11-FG3","CC","SL18-CC-3-MG1","CC","CC X CC","GOM",3,1,"1",13,"3",2,1.05,0.85,1.24,13.13,0.162226696,40,"223","2020_12","2020","SL18-CC-11-FG3xSL18-CC-3-MG1","CC X CC","ES","1","0"
"461","SL19-UCONN-S121","SL18-CC-11-FG3","CC","SA18-CB-3-MG3","CB","CC X CB","GOM",3,1,"3",5,"1",3,17.06,0.98,17.41,10.98,1.912050785,740,"225","2020_121","2020","SL18-CC-11-FG3xSA18-CB-3-MG3","CC X CB","ES","0","0"
"339","SL19-UCONN-S128","SL18-JS-16-FG1","JS","SL18-CC-4-MG11","CC","JS X CC","GOM",1,1,"3",13,"3",2,0.35,0.99,0.35,10.97,0.038860603,80,"232","2020_128","2020","SL18-JS-16-FG1xSL18-CC-4-MG11","JS X CC","ES","0","0"
"588","SL19-UCONN-S130","SL18-CC-11-FG3","CC","SL18-JS-16-MG1","JS","CC X JS","GOM",3,1,"3",15,"3",3,5.41,1.046,5.17,11.73,0.606503052,110,"235","2020_130","2020","SL18-CC-11-FG3xSL18-JS-16-MG1","CC X JS","ES","0","0"
"589","SL19-UCONN-S131","SL18-NC-12-FG2","NC","SA18-CB-4-MG3","CB","NC X CB","GOM",3,1,"3",16,"3",3,1.62,0.81,2,9.64,0.1931936,100,"236","2020_131","2020","SL18-NC-12-FG2xSA18-CB-4-MG3","NC X CB","ES","0","0"
"320","SL19-UCONN-S132","SL18-OD-5-FG1","OD","SL18-CC-8-MG2","CC","OD X CC","GOM",3,1,"3",17,"3",2,0.58,1.045,0.55,10.65,0.058814816,130,"237","2020_132","2020","SL18-OD-5-FG1xSL18-CC-8-MG2","OD X CC","ES","0","0"
"379","SL19-UCONN-S133","SL18-CC-1-FG3","CC","SL18-OI-9-MG2","OI","CC X OI","GOM",1,1,"3",18,"3",2,0.39,1.05,0.37,12.37,0.045545013,100,"238","2020_133","2020","SL18-CC-1-FG3xSL18-OI-9-MG2","CC X OI","ES","0","0"
"333","SL19-UCONN-S135","SA18-CB-9-FG1","CB","SL18-JS-5-MG3","JS","CB X JS","GOM",1,1,"3",20,"4",2,0.92,0.89,1.03,11.26,0.116125876,30,"240","2020_135","2020","SA18-CB-9-FG1xSL18-JS-5-MG3","CB X JS","ES","0","0"
"380","SL19-UCONN-S137","SL18-CC-5-FG1","CC","SL18-JS-9-MG1","JS","CC X JS","GOM",1,1,"3",22,"4",2,0.39,0.915,0.42,9.14,0.038572756,20,"242","2020_137","2020","SL18-CC-5-FG1xSL18-JS-9-MG1","CC X JS","ES","0","0"
"334","SL19-UCONN-S138","SL18-OI-15-FG1","OI","SA18-CB-2-MG3","CB","OI X CB","GOM",2,1,"3",24,"4",2,0.77,0.94,0.82,8.7,0.071632259,80,"243","2020_138","2020","SL18-OI-15-FG1xSA18-CB-2-MG3","OI X CB","ES","0","0"
"590","SL19-UCONN-S139","SL18-CC-12-FG3","CC","SL18-OI-15-MG2","OI","CC X OI","GOM",3,1,"3",25,"5",3,4.37,0.953,4.59,12.35,0.566752741,190,"244","2020_139","2020","SL18-CC-12-FG3xSL18-OI-15-MG2","CC X OI","ES","0","0"
"381","SL19-UCONN-S14","SL18-SF-17-FG2","SF","SL18-NC-1-MG1","NC","SF X NC","GOM",2,1,"1",15,"3",2,1.51,1,1.51,12.39,0.187129708,90,"245","2020_14","2020","SL18-SF-17-FG2xSL18-NC-1-MG1","SF X NC","ES","0","0"
"338","SL19-UCONN-S140","SL18-JS-5-FG1","JS","SL18-LD-2-MG4","LD","JS X LD","GOM",1,1,"3",26,"5",2,1.68,0.955,1.76,9.19,0.161994864,30,"246","2020_140","2020","SL18-JS-5-FG1xSL18-LD-2-MG4","JS X LD","ES","0","0"
"422","SL19-UCONN-S141","SL18-OD-5-FG3","OD","SA18-CB-1-MG12","CB","OD X CB","GOM",3,1,"3",27,"5",3,1.05,1.03,1.02,10.96,0.111509655,110,"247","2020_141","2020","SL18-OD-5-FG3xSA18-CB-1-MG12","OD X CB","ES","0","0"
"444","SL19-UCONN-S143","SL18-CC-5-FG3","CC","SL18-JS-5-MG2","JS","CC X JS","GOM",3,1,"3",29,"5",3,3.8,1.05,3.62,4.37,0.157828887,190,"249","2020_143","2020","SL18-CC-5-FG3xSL18-JS-5-MG2","CC X JS","ES","0","0"
"319","SL19-UCONN-S144","SL18-SF-13-FG1","SF","SA18-CB-7-MG1","CB","SF X CB","GOM",2,1,"3",30,"5",2,1.49,1.049,1.42,10.55,0.149539341,50,"250","2020_144","2020","SL18-SF-13-FG1xSA18-CB-7-MG1","SF X CB","ES","0","0"
"382","SL19-UCONN-S145","SL18-LL-9-FG6","LL","SA18-CB-10-MG3","CB","LL X CB","GOM",2,1,"3",31,"6",2,0.22,0.93,0.24,10.14,0.02452874,240,"251","2020_145","2020","SL18-LL-9-FG6xSA18-CB-10-MG3","LL X CB","ES","0","0"
"591","SL19-UCONN-S146","SL18-OI-15-FG2","OI","SA18-CB-2-MG3","CB","OI X CB","GOM",3,1,"3",32,"6",3,4.16,0.91,4.57,13.33,0.608846704,190,"252","2020_146","2020","SL18-OI-15-FG2xSA18-CB-2-MG3","OI X CB","ES","0","0"
"474","SL19-UCONN-S147","SA18-CB-2-FG3","CB","SL18-NC-9-MG1","NC","CB X NC","GOM",1,1,"3",33,"6",3,2.81,0.983,2.86,14.75,0.421900032,120,"253","2020_147","2020","SA18-CB-2-FG3xSL18-NC-9-MG1","CB X NC","ES","0","0"
"340","SL19-UCONN-S149","SL18-NL-2-FG3","NL","SA18-CB-4-MG1","CB","NL X CB","GOM",1,1,"3",35,"6",2,0.34,0.99,0.34,11.3,0.038884822,60,"255","2020_149","2020","SL18-NL-2-FG3xSA18-CB-4-MG1","NL X CB","ES","0","0"
"592","SL19-UCONN-S151","SA18-CB-5-FG4","CB","SL18-CC-1-MG3","CC","CB X CC","GOM",1,1,"3",37,"7",3,3.77,0.97,3.89,12.42,0.482847742,60,"258","2020_151","2020","SA18-CB-5-FG4xSL18-CC-1-MG3","CB X CC","ES","0","0"
"460","SL19-UCONN-S152","SL18-CC-3-FG1","CC","SL18-JS-6-MG3","JS","CC X JS","GOM",3,1,"3",38,"7",3,6.41,1.035,6.19,12.52,0.775134127,180,"259","2020_152","2020","SL18-CC-3-FG1xSL18-JS-6-MG3","CC X JS","ES","0","0"
"593","SL19-UCONN-S153","SL18-JS-16-FG1","JS","SL18-LD-2-MG2","LD","JS X LD","GOM",2,1,"3",39,"7",3,1.74,1.05,1.65,13.08,0.216354947,110,"260","2020_153","2020","SL18-JS-16-FG1xSL18-LD-2-MG2","JS X LD","ES","0","0"
"383","SL19-UCONN-S154","SL18-NC-10-FG1","NC","SL18-NC-5-MG1","NC","NC X NC","GOM",1,1,"3",40,"7",2,0.19,0.98,0.2,9.56,0.018680038,80,"261","2020_154","2020","SL18-NC-10-FG1xSL18-NC-5-MG1","NC X NC","ES","1","0"
"457","SL19-UCONN-S156","SL18-OI-17-FG4","OI","SL18-JS-6-MG2","JS","OI X JS","GOM",3,1,"3",42,"7",3,8.79,0.855,10.28,11.12,1.143510679,160,"263","2020_156","2020","SL18-OI-17-FG4xSL18-JS-6-MG2","OI X JS","ES","0","0"
"347","SL19-UCONN-S157","SL18-CC-1-FG2","CC","SL18-OI-16-MG3","OI","CC X OI","GOM",3,1,"3",43,"8",2,0.58,0.89,0.65,12.11,0.078623966,60,"264","2020_157","2020","SL18-CC-1-FG2xSL18-OI-16-MG3","CC X OI","ES","0","0"
"594","SL19-UCONN-S158","SA18-CB-2-FG3","CB","SL18-OI-2-MG2","OI","CB X OI","GOM",3,1,"3",45,"8",3,2.86,1.01,2.83,13.12,0.371376484,150,"265","2020_158","2020","SA18-CB-2-FG3xSL18-OI-2-MG2","CB X OI","ES","0","0"
"384","SL19-UCONN-S159","SL18-CC-5-FG3","CC","SL18-JS-19-MG2","JS","CC X JS","GOM",2,1,"3",46,"8",2,1.6,1.05,1.52,11.62,0.176738612,40,"266","2020_159","2020","SL18-CC-5-FG3xSL18-JS-19-MG2","CC X JS","ES","0","0"
"458","SL19-UCONN-S160","SL18-CC-3-FG2","CC","SA18-CB-10-MG3","CB","CC X CB","GOM",3,1,"3",47,"8",3,14.61,0.95,15.38,13.58,2.089694461,250,"268","2020_160","2020","SL18-CC-3-FG2xSA18-CB-10-MG3","CC X CB","ES","0","0"
"451","SL19-UCONN-S162","SL18-CC-1-FG1","CC","SL18-OI-16-MG3","OI","CC X OI","GOM",3,1,"3",49,"9",3,0.98,0.94,1.05,14.15,0.14812139,20,"270","2020_162","2020","SL18-CC-1-FG1xSL18-OI-16-MG3","CC X OI","ES","0","0"
"329","SL19-UCONN-S163","SL18-JS-16-FG3","JS","SL18-OD-6-MG2","OD","JS X OD","GOM",3,1,"3",50,"9",2,1.14,1.05,1.08,14.99,0.162267733,100,"271","2020_163","2020","SL18-JS-16-FG3xSL18-OD-6-MG2","JS X OD","ES","0","0"
"468","SL19-UCONN-S169","SL18-OI-4-FG2","OI","SL18-NC-15-MG1","NC","OI X NC","GOM",3,1,"3",57,"10",3,8.5,0.98,8.67,11.69,1.014038283,300,"277","2020_169","2020","SL18-OI-4-FG2xSL18-NC-15-MG1","OI X NC","ES","0","0"
"385","SL19-UCONN-S170","SL18-NC-12-FG2","NC","SL18-OI-16-MG1","OI","NC X OI","GOM",3,1,"3",58,"10",2,2.62,1.01,2.59,10.01,0.259678296,90,"279","2020_170","2020","SL18-NC-12-FG2xSL18-OI-16-MG1","NC X OI","ES","0","0"
"446","SL19-UCONN-S172","SL18-CC-8-FG2","CC","SL18-JS-5-MG3","JS","CC X JS","GOM",2,1,"3",60,"10",3,11.96,1.01,11.84,12.4,1.468216837,210,"281","2020_172","2020","SL18-CC-8-FG2xSL18-JS-5-MG3","CC X JS","ES","0","0"
"386","SL19-UCONN-S174","SL18-OI-4-FG2","OI","SL18-JS-19-MG2","JS","OI X JS","GOM",2,1,"3",62,"11",2,1.9,0.89,2.13,11.69,0.249342417,110,"283","2020_174","2020","SL18-OI-4-FG2xSL18-JS-19-MG2","OI X JS","ES","0","0"
"425","SL19-UCONN-S176","SL18-OI-6-FG2","OI","SA18-CB-4-MG2","CB","OI X CB","GOM",3,1,"4",2,"1",3,15.08,0.96,15.71,13.68,2.148595766,190,"285","2020_176","2020","SL18-OI-6-FG2xSA18-CB-4-MG2","OI X CB","ES","0","0"
"482","SL19-UCONN-S179","SL18-CC-3-FG1","CC","SL18-JS-5-MG2","JS","CC X JS","GOM",3,1,"4",6,"1",3,8.88,0.96,9.25,11.11,1.028074377,120,"288","2020_179","2020","SL18-CC-3-FG1xSL18-JS-5-MG2","CC X JS","ES","0","0"
"455","SL19-UCONN-S180","SL18-CC-3-FG2","CC","SL18-OD-6-MG1","OD","CC X OD","GOM",3,1,"4",8,"2",3,6.63,0.97,6.84,12.64,0.864280209,190,"290","2020_180","2020","SL18-CC-3-FG2xSL18-OD-6-MG1","CC X OD","ES","0","0"
"343","SL19-UCONN-S181","SL18-LD-2-FG2","LD","SL18-SF-19-MG1","SF","LD X SF","GOM",1,1,"4",9,"2",2,0.56,0.925,0.6,9.88,0.059279684,NA,"291","2020_181","2020","SL18-LD-2-FG2xSL18-SF-19-MG1","LD X SF","ES","0","0"
"387","SL19-UCONN-S182","SL18-LD-13-FG2","LD","SA18-CB-7-MG1","CB","LD X CB","GOM",1,1,"4",10,"2",2,1.79,0.871,2.05,14.86,0.305279087,50,"292","2020_182","2020","SL18-LD-13-FG2xSA18-CB-7-MG1","LD X CB","ES","0","0"
"449","SL19-UCONN-S185","SL18-OI-6-FG2","OI","SL18-LD-2-MG2","LD","OI X LD","GOM",1,1,"4",13,"3",3,7.92,0.97,8.17,14.47,1.181927802,190,"295","2020_185","2020","SL18-OI-6-FG2xSL18-LD-2-MG2","OI X LD","ES","0","0"
"595","SL19-UCONN-S186","SL18-CC-12-FG3","CC","SL18-OI-15-MG3","OI","CC X OI","GOM",3,1,"4",14,"3",3,1.93,1.14,1.69,12.67,0.214452877,150,"296","2020_186","2020","SL18-CC-12-FG3xSL18-OI-15-MG3","CC X OI","ES","0","0"
"486","SL19-UCONN-S189","SL18-CC-11-FG3","CC","SL18-NC-2-MG3","NC","CC X NC","GOM",2,1,"4",17,"3",3,7.6,0.91,8.35,9.08,0.757613556,260,"299","2020_189","2020","SL18-CC-11-FG3xSL18-NC-2-MG3","CC X NC","ES","0","0"
"445","SL19-UCONN-S190","SL18-CC-12-FG2","CC","SL18-OI-15-MG2","OI","CC X OI","GOM",3,1,"4",18,"3",3,8.67,0.985,8.8,11.7,1.030320421,100,"301","2020_190","2020","SL18-CC-12-FG2xSL18-OI-15-MG2","CC X OI","ES","0","0"
"388","SL19-UCONN-S191","SL18-SF-17-FG2","SF","SA18-CB-1-MG13","CB","SF X CB","GOM",3,1,"4",19,"4",2,1.93,0.92,2.09,14.15,0.29622886,20,"302","2020_191","2020","SL18-SF-17-FG2xSA18-CB-1-MG13","SF X CB","ES","0","0"
"389","SL19-UCONN-S2","SL18-SF-17-FG2","SF","SL18-OI-4-MG3","OI","SF X OI","GOM",3,1,"1",3,"1",2,1.95,1.11,1.76,11.05,0.194399721,NA,"311","2020_2","2020","SL18-SF-17-FG2xSL18-OI-4-MG3","SF X OI","ES","0","0"
"390","SL19-UCONN-S20","SL18-NC-10-FG3","NC","SL18-NL-5-MG2","NL","NC X NL","GOM",1,1,"1",22,"4",2,0.51,0.99,0.52,10.55,0.054416662,100,"312","2020_20","2020","SL18-NC-10-FG3xSL18-NL-5-MG2","NC X NL","ES","0","0"
"437","SL19-UCONN-S201","SL18-CC-8-FG2","CC","SL18-LD-9-MG1","LD","CC X LD","GOM",3,1,"4",29,"5",3,3.37,0.96,3.51,11.08,0.389114621,140,"314","2020_201","2020","SL18-CC-8-FG2xSL18-LD-9-MG1","CC X LD","ES","0","0"
"462","SL19-UCONN-S205","SL18-NL-3-FG3","NL","SL18-NC-9-MG2","NC","NL X NC","GOM",3,1,"4",33,"6",3,5.27,0.98,5.38,11.93,0.641466594,110,"318","2020_205","2020","SL18-NL-3-FG3xSL18-NC-9-MG2","NL X NC","ES","0","0"
"454","SL19-UCONN-S206","SL18-OI-6-FG3","OI","SL18-CC-11-MG5","CC","OI X CC","GOM",3,1,"4",34,"6",3,8.62,0.94,9.17,11.03,1.011867361,300,"319","2020_206","2020","SL18-OI-6-FG3xSL18-CC-11-MG5","OI X CC","ES","0","0"
"341","SL19-UCONN-S207","SL18-CC-8-FG1","CC","SL18-OI-7-MG1","OI","CC X OI","GOM",3,1,"4",35,"6",2,0.82,1.01,0.81,9.31,0.075510606,50,"320","2020_207","2020","SL18-CC-8-FG1xSL18-OI-7-MG1","CC X OI","ES","0","0"
"391","SL19-UCONN-S208","SL18-JS-5-FG1","JS","SL18-OI-14-MG1","OI","JS X OI","GOM",1,1,"4",36,"6",2,0.17,0.97,0.18,11.24,0.019950677,10,"321","2020_208","2020","SL18-JS-5-FG1xSL18-OI-14-MG1","JS X OI","ES","0","0"
"351","SL19-UCONN-S210","SL18-NC-10-FG1","NC","SL18-OI-11-MG4","OI","NC X OI","GOM",1,1,"4",38,"7",2,1.1,1.22,0.91,12.89,0.116699363,60,"324","2020_210","2020","SL18-NC-10-FG1xSL18-OI-11-MG4","NC X OI","ES","0","0"
"596","SL19-UCONN-S213","SL18-SF-17-FG2","SF","SA18-CB-7-MG2","CB","SF X CB","GOM",3,1,"4",41,"7",3,5.24,0.98,5.35,11.89,0.635797122,160,"327","2020_213","2020","SL18-SF-17-FG2xSA18-CB-7-MG2","SF X CB","ES","0","0"
"348","SL19-UCONN-S215","SL18-CC-9-FG3","CC","SL18-JS-9-MG3","JS","CC X JS","GOM",1,1,"4",43,"8",2,0.61,0.955,0.64,13.16,0.084498909,50,"329","2020_215","2020","SL18-CC-9-FG3xSL18-JS-9-MG3","CC X JS","ES","0","0"
"597","SL19-UCONN-S219","SL18-CC-5-FG2","CC","SL18-NC-10-MG2","NC","CC X NC","GOM",3,1,"4",48,"8",3,1.76,1.025,1.72,13.23,0.226865114,180,"333","2020_219","2020","SL18-CC-5-FG2xSL18-NC-10-MG2","CC X NC","ES","0","0"
"472","SL19-UCONN-S220","SL18-OI-11-FG3","OI","SL18-NC-2-MG1","NC","OI X NC","GOM",3,1,"4",49,"9",3,7.92,1.01,7.84,12.46,0.976864551,170,"335","2020_220","2020","SL18-OI-11-FG3xSL18-NC-2-MG1","OI X NC","ES","0","0"
"392","SL19-UCONN-S221","SL18-NC-9-FG2","NC","SL18-JS-11-MG3","JS","NC X JS","GOM",1,1,"4",50,"9",2,1.05,0.99,1.06,15.37,0.163135424,100,"336","2020_221","2020","SL18-NC-9-FG2xSL18-JS-11-MG3","NC X JS","ES","0","0"
"416","SL19-UCONN-S224","SL18-LD-9-FG4","LD","SL18-OI-6-MG2","OI","LD X OI","GOM",3,1,"4",53,"9",3,3.81,1,3.81,12.58,0.479252814,210,"339","2020_224","2020","SL18-LD-9-FG4xSL18-OI-6-MG2","LD X OI","ES","0","0"
"598","SL19-UCONN-S226","SL18-CC-3-FG2","CC","SL18-OI-11-MG3","OI","CC X OI","GOM",3,1,"4",55,"10",3,2.53,0.99,2.56,13.5,0.344977353,120,"341","2020_226","2020","SL18-CC-3-FG2xSL18-OI-11-MG3","CC X OI","ES","0","0"
"412","SL19-UCONN-S228","SL18-OI-9-FG4","OI","SA18-CB-1-MG12","CB","OI X CB","GOM",3,1,"4",57,"10",3,5.26,0.98,5.37,16.67,0.895148854,110,"343","2020_228","2020","SL18-OI-9-FG4xSA18-CB-1-MG12","OI X CB","ES","0","0"
"393","SL19-UCONN-S23","SL18-CC-3-FG2","CC","SA18-CB-4-MG2","CB","CC X CB","GOM",3,1,"1",26,"5",2,1.5,0.99,1.52,13.37,0.202603383,150,"345","2020_23","2020","SL18-CC-3-FG2xSA18-CB-4-MG2","CC X CB","ES","0","0"
"394","SL19-UCONN-S232","SL18-NC-5-FG2","NC","SL18-JS-11-MG3","JS","NC X JS","GOM",2,1,"4",62,"11",2,0.13,0.93,0.15,10.46,0.015173946,10,"348","2020_232","2020","SL18-NC-5-FG2xSL18-JS-11-MG3","NC X JS","ES","0","0"
"599","SL19-UCONN-S233","SL18-CC-8-FG1","CC","SL18-OI-18-MG3","OI","CC X OI","GOM",3,1,"5",1,"1",3,2.43,0.894,2.72,13.59,0.368921013,200,"349","2020_233","2020","SL18-CC-8-FG1xSL18-OI-18-MG3","CC X OI","ES","0","0"
"395","SL19-UCONN-S235","SL18-CC-6-FG3","CC","SL18-JS-9-MG2","JS","CC X JS","GOM",3,1,"5",3,"1",2,1.58,0.92,1.71,10.66,0.182633664,120,"351","2020_235","2020","SL18-CC-6-FG3xSL18-JS-9-MG2","CC X JS","ES","0","0"
"325","SL19-UCONN-S24","SL18-NL-7-FG4","NL","SA18-CB-1-MG12","CB","NL X CB","GOM",2,1,"1",27,"5",2,0.52,0.925,0.56,13.28,0.073979465,120,"356","2020_24","2020","SL18-NL-7-FG4xSA18-CB-1-MG12","NL X CB","ES","0","0"
"469","SL19-UCONN-S240","SL18-CC-1-FG1","CC","SL18-NC-15-MG3","NC","CC X NC","GOM",3,1,"5",8,"2",3,5.91,1,5.91,12.53,0.740682368,880,"357","2020_240","2020","SL18-CC-1-FG1xSL18-NC-15-MG3","CC X NC","ES","0","0"
"600","SL19-UCONN-S244","SL18-CC-1-FG1","CC","SL18-CC-4-MG11","CC","CC X CC","GOM",2,1,"5",12,"2",3,2.97,1,2.97,11.61,0.344700631,160,"361","2020_244","2020","SL18-CC-1-FG1xSL18-CC-4-MG11","CC X CC","ES","1","0"
"601","SL19-UCONN-S246","SL18-CC-5-FG2","CC","SL18-NC-9-MG2","NC","CC X NC","GOM",1,1,"5",14,"3",3,1.48,0.925,1.59,12.92,0.206048658,210,"363","2020_246","2020","SL18-CC-5-FG2xSL18-NC-9-MG2","CC X NC","ES","0","0"
"470","SL19-UCONN-S248","SA18-CB-9-FG1","CB","SL18-JS-19-MG1","JS","CB X JS","GOM",3,1,"5",16,"3",3,6.32,0.997,6.34,13.53,0.857575582,150,"365","2020_248","2020","SA18-CB-9-FG1xSL18-JS-19-MG1","CB X JS","ES","0","0"
"602","SL19-UCONN-S249","SL18-NL-3-FG1","NL","SL18-OD-3-MG1","OD","NL X OD","GOM",2,1,"5",17,"3",3,0.8,1.03,0.77,12.39,0.096011073,120,"366","2020_249","2020","SL18-NL-3-FG1xSL18-OD-3-MG1","NL X OD","ES","0","0"
"603","SL19-UCONN-S25","SL18-CC-5-FG3","CC","SA18-CB-1-MG12","CB","CC X CB","GOM",3,1,"1",28,"5",3,2.25,1.07,2.1,11.47,0.240570651,70,"367","2020_25","2020","SL18-CC-5-FG3xSA18-CB-1-MG12","CC X CB","ES","0","0"
"396","SL19-UCONN-S250","SL18-CC-8-FG2","CC","SL18-NC-5-MG3","NC","CC X NC","GOM",1,1,"5",18,"3",2,0.34,1.04,0.32,8.9,0.02886746,120,"368","2020_250","2020","SL18-CC-8-FG2xSL18-NC-5-MG3","CC X NC","ES","0","0"
"350","SL19-UCONN-S255","SL18-CC-6-FG3","CC","SL18-OI-14-MG2","OI","CC X OI","GOM",3,1,"5",23,"4",2,0.78,0.86,0.91,13.02,0.11803921,30,"373","2020_255","2020","SL18-CC-6-FG3xSL18-OI-14-MG2","CC X OI","ES","0","0"
"604","SL19-UCONN-S258","SL18-NC-12-FG2","NC","SA18-CB-3-MG1","CB","NC X CB","GOM",3,1,"5",26,"5",3,2.72,0.99,2.75,13.79,0.379091481,230,"376","2020_258","2020","SL18-NC-12-FG2xSA18-CB-3-MG1","NC X CB","ES","0","0"
"605","SL19-UCONN-S259","SL18-CC-3-FG3","CC","SL18-OD-6-MG3","OD","CC X OD","GOM",3,1,"5",27,"5",3,4.61,0.96,4.81,11.72,0.563352197,130,"377","2020_259","2020","SL18-CC-3-FG3xSL18-OD-6-MG3","CC X OD","ES","0","0"
"606","SL19-UCONN-S26","SL18-CC-6-FG2","CC","SL18-OI-14-MG1","OI","CC X OI","GOM",3,1,"1",29,"5",3,2.12,1,2.12,11,0.233120687,130,"378","2020_26","2020","SL18-CC-6-FG2xSL18-OI-14-MG1","CC X OI","ES","0","0"
"397","SL19-UCONN-S260","SL18-JS-19-FG3","JS","SA18-CB-3-MG2","CB","JS X CB","GOM",3,1,"5",28,"5",2,0.31,1.011,0.31,10.52,0.032183786,130,"379","2020_260","2020","SL18-JS-19-FG3xSA18-CB-3-MG2","JS X CB","ES","0","0"
"398","SL19-UCONN-S261","SL18-NC-12-FG2","NC","SL18-NL-5-MG2","NL","NC X NL","GOM",3,1,"5",30,"5",2,1.05,0.975,NA,NA,NA,240,"380","2020_261","2020","SL18-NC-12-FG2xSL18-NL-5-MG2","NC X NL","ES","0","0"
"345","SL19-UCONN-S263","SL18-JS-5-FG1","JS","SA18-CB-1-MG12","CB","JS X CB","GOM",3,1,"5",32,"6",2,0.79,1,0.79,9.25,0.073085831,140,"382","2020_263","2020","SL18-JS-5-FG1xSA18-CB-1-MG12","JS X CB","ES","0","0"
"349","SL19-UCONN-S264","SL18-JS-16-FG3","JS","SA18-CB-4-MG3","CB","JS X CB","GOM",3,1,"5",33,"6",2,0.93,0.92,1.01,9.87,0.099304978,130,"383","2020_264","2020","SL18-JS-16-FG3xSA18-CB-4-MG3","JS X CB","ES","0","0"
"480","SL19-UCONN-S265","SL18-OI-4-FG2","OI","SA18-CB-7-MG2","CB","OI X CB","GOM",2,1,"5",34,"6",3,10.54,0.87,12.11,16.67,2.019239106,630,"384","2020_265","2020","SL18-OI-4-FG2xSA18-CB-7-MG2","OI X CB","ES","0","0"
"452","SL19-UCONN-S268","SL18-NC-1-FG1","NC","SL18-NC-12-MG3","NC","NC X NC","GOM",3,1,"5",37,"7",3,1,1,1,9.97,0.09967743,170,"387","2020_268","2020","SL18-NC-1-FG1xSL18-NC-12-MG3","NC X NC","ES","1","0"
"483","SL19-UCONN-S271","SL18-NC-15-FG3","NC","SL18-CC-1-MG2","CC","NC X CC","GOM",1,1,"5",40,"7",3,0.91,0.92,0.98,10.2,0.100402733,90,"391","2020_271","2020","SL18-NC-15-FG3xSL18-CC-1-MG2","NC X CC","ES","0","0"
"607","SL19-UCONN-S272","SL18-SF-17-FG2","SF","SL18-NC-12-MG1","NC","SF X NC","GOM",3,1,"5",41,"7",3,4.21,0.97,4.34,11.69,0.507413109,200,"392","2020_272","2020","SL18-SF-17-FG2xSL18-NC-12-MG1","SF X NC","ES","0","0"
"608","SL19-UCONN-S273","SL18-CC-5-FG2","CC","SL18-NC-10-MG2","NC","CC X NC","GOM",3,1,"5",43,"8",3,3.19,0.95,3.36,11.53,0.387601637,210,"393","2020_273","2020","SL18-CC-5-FG2xSL18-NC-10-MG2","CC X NC","ES","0","0"
"399","SL19-UCONN-S275","SL18-NL-3-FG1","NL","SA18-CB-7-MG2","CB","NL X CB","GOM",3,1,"5",45,"8",2,0.58,1,0.58,8.44,0.04892366,250,"395","2020_275","2020","SL18-NL-3-FG1xSA18-CB-7-MG2","NL X CB","ES","0","0"
"314","SL19-UCONN-S277","SL18-LL-9-FG2","LL","SA18-CB-5-MG3","CB","LL X CB","GOM",1,1,"5",47,"8",2,0.28,0.983,0.29,11.03,0.03154006,70,"397","2020_277","2020","SL18-LL-9-FG2xSA18-CB-5-MG3","LL X CB","ES","0","0"
